"",f.value,p.value,-log10(p),FDR,Fisher's LSD
Compound533,10.373,0.00017866,3.748,0.0027904,GenX_100mg - GenX_20mg; GenX_10mg - GenX_20mg; PFOS_20mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1495,10.352,0.00018065,3.7432,0.002804,GenX_100mg - GenX_20mg; PFOS_5mg - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3091,10.303,0.00018537,3.732,0.0028594,GenX_100mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound582,10.29,0.00018665,3.729,0.0028616,GenX_100mg - GenX_10mg; GenX_100mg - PFOS_20mg; GenX_100mg - PFOS_5mg; PFOS_C - GenX_10mg; GenX_20mg - PFOS_20mg; PFOS_10mg - PFOS_20mg; PFOS_C - PFOS_20mg; PFOS_C - PFOS_5mg
Compound2574,10.249,0.00019065,3.7198,0.0029051,GenX_100mg - GenX_10mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound1638,10.18,0.00019778,3.7038,0.0029853,GenX_100mg - GenX_20mg; GenX_10mg - GenX_20mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1131,10.171,0.00019866,3.7019,0.0029853,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound3911,10.163,0.0001995,3.7001,0.0029853,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg
Compound1694,10.133,0.0002027,3.6931,0.0029989,GenX_100mg - GenX_20mg; GenX_10mg - GenX_20mg; GenX_10mg - PFOS_5mg; GenX_10mg - PFOS_C; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_20mg - PFOS_5mg; PFOS_20mg - PFOS_C
Compound3652,10.132,0.00020281,3.6929,0.0029989,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound1008,10.104,0.00020587,3.6864,0.0030262,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_C - PFOS_20mg
Compound27,10.071,0.0002095,3.6788,0.0030429,PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1827,10.045,0.00021248,3.6727,0.0030429,PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound3205,10.041,0.00021283,3.672,0.0030429,PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound2973,10.04,0.000213,3.6716,0.0030429,GenX_100mg - GenX_10mg; GenX_100mg - GenX_20mg; GenX_100mg - PFOS_20mg; GenX_100mg - PFOS_C; PFOS_5mg - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_10mg - PFOS_20mg; PFOS_10mg - PFOS_C; PFOS_5mg - PFOS_20mg; PFOS_5mg - PFOS_C
Compound267,10.039,0.00021309,3.6714,0.0030429,GenX_10mg - GenX_100mg; GenX_10mg - GenX_20mg; GenX_10mg - PFOS_10mg; GenX_10mg - PFOS_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound1596,10.014,0.00021595,3.6656,0.0030662,GenX_100mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound516,9.952,0.00022328,3.6512,0.0031524,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_C - PFOS_20mg
Compound2058,9.9395,0.00022478,3.6482,0.0031557,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound3155,9.9039,0.00022914,3.6399,0.0031699,PFOS_10mg - GenX_100mg; GenX_100mg - PFOS_C; PFOS_10mg - GenX_10mg; GenX_20mg - PFOS_20mg; GenX_20mg - PFOS_C; PFOS_10mg - PFOS_20mg; PFOS_10mg - PFOS_5mg; PFOS_10mg - PFOS_C
Compound2465,9.8979,0.00022988,3.6385,0.0031699,PFOS_5mg - GenX_100mg; GenX_10mg - GenX_20mg; GenX_10mg - PFOS_C; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_10mg - PFOS_C; PFOS_20mg - PFOS_C; PFOS_5mg - PFOS_C
Compound182,9.8963,0.00023007,3.6381,0.0031699,PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3418,9.89,0.00023086,3.6367,0.0031699,PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound1720,9.825,0.00023912,3.6214,0.0032654,GenX_100mg - GenX_20mg; PFOS_20mg - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_20mg - PFOS_5mg; PFOS_20mg - PFOS_C
Compound3751,9.8037,0.00024191,3.6163,0.0032855,GenX_100mg - GenX_20mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound2532,9.7488,0.00024925,3.6034,0.0033344,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound733,9.7486,0.00024928,3.6033,0.0033344,GenX_100mg - PFOS_10mg; PFOS_5mg - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg
Compound3939,9.7469,0.00024951,3.6029,0.0033344,PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - PFOS_20mg; PFOS_10mg - PFOS_C; PFOS_5mg - PFOS_20mg; PFOS_5mg - PFOS_C
Compound3746,9.7317,0.0002516,3.5993,0.0033352,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound1045,9.7109,0.00025446,3.5944,0.0033352,GenX_100mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_C - PFOS_20mg
Compound1901,9.7088,0.00025476,3.5939,0.0033352,GenX_10mg - GenX_100mg; PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg
Compound101,9.7077,0.00025491,3.5936,0.0033352,PFOS_C - GenX_100mg; GenX_10mg - PFOS_10mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound3956,9.6898,0.00025743,3.5893,0.0033506,GenX_100mg - PFOS_10mg; GenX_100mg - PFOS_5mg; GenX_100mg - PFOS_C; GenX_10mg - PFOS_10mg; GenX_10mg - PFOS_20mg; GenX_10mg - PFOS_5mg; GenX_10mg - PFOS_C; GenX_20mg - PFOS_10mg; PFOS_20mg - PFOS_10mg
Compound1627,9.6685,0.00026045,3.5843,0.0033724,PFOS_5mg - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg
Compound734,9.6556,0.00026231,3.5812,0.0033789,PFOS_5mg - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound780,9.6001,0.00027045,3.5679,0.0034659,GenX_100mg - GenX_20mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3154,9.5709,0.00027486,3.5609,0.0035044,GenX_20mg - GenX_100mg; PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound176,9.51,0.0002843,3.5462,0.003592,GenX_100mg - GenX_20mg; GenX_100mg - PFOS_10mg; GenX_10mg - GenX_20mg; GenX_10mg - PFOS_10mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound534,9.5081,0.0002846,3.5458,0.003592,PFOS_5mg - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg
Compound2940,9.4925,0.00028709,3.542,0.0035955,GenX_100mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_20mg - PFOS_10mg
Compound749,9.4883,0.00028776,3.541,0.0035955,GenX_100mg - GenX_20mg; PFOS_5mg - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound4361,9.4775,0.00028949,3.5384,0.0035991,GenX_100mg - GenX_10mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound134,9.4496,0.00029403,3.5316,0.0036258,GenX_100mg - PFOS_10mg; GenX_10mg - PFOS_10mg; GenX_20mg - PFOS_10mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_C - PFOS_5mg
Compound123,9.4465,0.00029453,3.5309,0.0036258,GenX_100mg - GenX_20mg; GenX_10mg - GenX_20mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_C - PFOS_20mg
Compound4055,9.4245,0.00029819,3.5255,0.0036528,GenX_100mg - PFOS_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound1542,9.3788,0.00030593,3.5144,0.0037212,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound1921,9.3714,0.00030721,3.5126,0.0037212,GenX_100mg - GenX_10mg; PFOS_5mg - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound1893,9.3604,0.00030911,3.5099,0.0037212,GenX_100mg - GenX_10mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_10mg
Compound3684,9.3568,0.00030973,3.509,0.0037212,GenX_100mg - PFOS_10mg; GenX_10mg - PFOS_10mg; GenX_10mg - PFOS_20mg; GenX_10mg - PFOS_5mg; GenX_10mg - PFOS_C; GenX_20mg - PFOS_10mg; GenX_20mg - PFOS_20mg; GenX_20mg - PFOS_5mg
Compound3863,9.3358,0.00031343,3.5039,0.0037453,GenX_100mg - GenX_10mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound2255,9.3282,0.00031476,3.502,0.0037453,GenX_100mg - GenX_10mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound3337,9.32,0.00031623,3.5,0.0037453,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg
Compound4325,9.2939,0.00032092,3.4936,0.0037829,GenX_100mg - GenX_10mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound1398,9.2622,0.00032673,3.4858,0.0038334,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound2941,9.2346,0.00033189,3.479,0.0038528,PFOS_5mg - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound2966,9.233,0.0003322,3.4786,0.0038528,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; GenX_20mg - PFOS_10mg; PFOS_20mg - PFOS_10mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound1851,9.2277,0.00033321,3.4773,0.0038528,PFOS_5mg - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_5mg - PFOS_C
Compound2268,9.2206,0.00033455,3.4755,0.0038528,GenX_100mg - GenX_10mg; GenX_100mg - PFOS_C; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; GenX_20mg - PFOS_C; PFOS_10mg - PFOS_C; PFOS_5mg - PFOS_20mg; PFOS_5mg - PFOS_C
Compound1961,9.1704,0.00034426,3.4631,0.0039212,GenX_100mg - GenX_10mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound181,9.1681,0.00034471,3.4625,0.0039212,GenX_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_5mg - PFOS_C
Compound431,9.1639,0.00034555,3.4615,0.0039212,GenX_100mg - GenX_20mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound152,9.1577,0.00034677,3.46,0.0039212,GenX_20mg - GenX_100mg; GenX_20mg - GenX_10mg; GenX_20mg - PFOS_10mg; GenX_20mg - PFOS_20mg; GenX_20mg - PFOS_5mg; GenX_20mg - PFOS_C
Compound3289,9.1471,0.00034887,3.4573,0.003927,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound2675,9.1393,0.00035043,3.4554,0.003927,GenX_100mg - GenX_10mg; GenX_100mg - GenX_20mg; GenX_100mg - PFOS_5mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_10mg - PFOS_5mg; PFOS_20mg - PFOS_5mg; PFOS_C - PFOS_5mg
Compound83,9.0271,0.00037379,3.4274,0.0041669,PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1217,9.0207,0.00037517,3.4258,0.0041669,PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound1254,8.9989,0.00037995,3.4203,0.0041911,PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound3370,8.9885,0.00038224,3.4177,0.0041911,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound996,8.9806,0.000384,3.4157,0.0041911,PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound3789,8.9731,0.00038567,3.4138,0.0041911,GenX_100mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_10mg
Compound1894,8.9728,0.00038573,3.4137,0.0041911,GenX_100mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound3750,8.9289,0.0003957,3.4026,0.0042507,PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound2985,8.9264,0.00039628,3.402,0.0042507,GenX_100mg - PFOS_C; GenX_10mg - PFOS_C; GenX_20mg - PFOS_20mg; GenX_20mg - PFOS_5mg; GenX_20mg - PFOS_C; PFOS_10mg - PFOS_C; PFOS_20mg - PFOS_C; PFOS_5mg - PFOS_C
Compound752,8.9223,0.00039723,3.401,0.0042507,GenX_100mg - GenX_10mg; GenX_100mg - GenX_20mg; GenX_100mg - PFOS_10mg; GenX_100mg - PFOS_5mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound2206,8.9189,0.00039802,3.4001,0.0042507,GenX_100mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound3906,8.9093,0.00040025,3.3977,0.0042563,GenX_100mg - PFOS_5mg; GenX_100mg - PFOS_C; GenX_10mg - PFOS_C; GenX_20mg - PFOS_C; PFOS_10mg - PFOS_5mg; PFOS_10mg - PFOS_C; PFOS_20mg - PFOS_5mg; PFOS_20mg - PFOS_C
Compound4241,8.8986,0.00040277,3.3949,0.0042638,PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound2398,8.8819,0.0004067,3.3907,0.0042638,GenX_100mg - GenX_10mg; GenX_100mg - GenX_20mg; GenX_100mg - PFOS_5mg; GenX_100mg - PFOS_C; PFOS_20mg - GenX_10mg; PFOS_20mg - PFOS_5mg; PFOS_20mg - PFOS_C
Compound2425,8.8782,0.00040758,3.3898,0.0042638,GenX_100mg - PFOS_20mg; GenX_10mg - PFOS_20mg; GenX_20mg - PFOS_20mg; PFOS_10mg - PFOS_20mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound3072,8.8774,0.00040779,3.3896,0.0042638,GenX_100mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_5mg; PFOS_C - PFOS_5mg
Compound3285,8.8331,0.0004185,3.3783,0.0043442,PFOS_10mg - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_10mg - PFOS_5mg; PFOS_10mg - PFOS_C
Compound1228,8.8313,0.00041895,3.3778,0.0043442,GenX_100mg - GenX_10mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound304,8.8212,0.00042143,3.3753,0.0043519,GenX_100mg - GenX_10mg; GenX_100mg - GenX_20mg; GenX_100mg - PFOS_10mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_C - PFOS_10mg
Compound2102,8.7951,0.00042796,3.3686,0.0044011,PFOS_10mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_10mg - PFOS_5mg; PFOS_10mg - PFOS_C; PFOS_20mg - PFOS_C
Compound552,8.7822,0.00043123,3.3653,0.0044044,GenX_100mg - GenX_20mg; PFOS_5mg - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg
Compound2287,8.7799,0.0004318,3.3647,0.0044044,GenX_10mg - GenX_100mg; GenX_10mg - PFOS_10mg; GenX_10mg - PFOS_20mg; GenX_10mg - PFOS_C; GenX_20mg - PFOS_20mg; PFOS_5mg - PFOS_20mg; PFOS_5mg - PFOS_C
Compound1426,8.7414,0.00044173,3.3548,0.0044873,GenX_10mg - GenX_100mg; GenX_20mg - GenX_100mg; GenX_10mg - PFOS_10mg; GenX_10mg - PFOS_20mg; GenX_10mg - PFOS_C; GenX_20mg - PFOS_10mg; GenX_20mg - PFOS_20mg
Compound804,8.7283,0.00044517,3.3515,0.004504,PFOS_5mg - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_10mg; PFOS_C - PFOS_10mg; PFOS_5mg - PFOS_20mg
Compound3807,8.7165,0.0004483,3.3484,0.0045173,GenX_100mg - PFOS_5mg; GenX_100mg - PFOS_C; GenX_10mg - PFOS_5mg; GenX_10mg - PFOS_C; GenX_20mg - PFOS_5mg; PFOS_20mg - PFOS_5mg; PFOS_20mg - PFOS_C
