pathway	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
PWY-7007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9971	0.0	0.0	0.0	0.0	0.0	7.9958	0.0	0.0	0.0	3.9717	0.0	54.12	0.0	0.0	74.6921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7013	1180.591	692.5577	198.8679	504.6684	234.7711	659.1998	676.5285	597.5899	500.2907	803.1564	746.7518	1130.023	547.1441	646.8711	953.3142	456.4692	622.8362	1218.8307	164.2597	1176.8196	399.2854	755.8051	280.4964	856.5637	117.4946	135.437	11.997	33.9862	11.997	47.9124	34.0001	67.8156	16.016	59.8817	99.7171	99.6625	5.999	103.6601	0.0	1.9799	198.9379	367.8998	53.9574	45.9589	0.0	0.0	429.7496	741.0585
PWY-7024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1313	0.0	0.0	0.0	0.0
PWY-7090	143.537	14.3043	48.1117	39.5532	35.6237	63.6284	46.8765	108.0278	54.2067	34.637	44.0045	37.4367	30.0172	169.3475	8.4645	29.3953	13.2278	32.961	43.9688	60.4459	21.2375	27.867	74.086	65.0896	0.0	14.8812	4.6583	2.4119	0.0	3.5106	5.3963	15.605	0.0	11.6416	0.0	4.3233	0.0	22.8792	0.0	0.0	9.772	18.6684	2.3137	24.0954	0.0	0.0	9.6218	0.0
PWY-7094	0.0	0.0	2.0086	16.8159	0.0	2.9519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8041	0.0	0.0	0.0	0.0	5.001	7.8881	0.0	5.9292	0.0	256.3657	0.0	888.3824	0.0	18.5973	0.0	11.2545	0.0	55.1856	17.2884	20.7605	30.1045	343.0794	0.0	364.3354	0.0	0.0	0.0	127.9738	0.0	8884.6537	0.0	3857.8487
PWY-7097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0062	0.0	0.0	0.0	0.0
PWY-7098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4879	0.0	0.0	0.0	0.0
PWY-7111	9544.2349	10392.2486	9791.3169	10215.1562	10972.3122	8964.3284	9703.2618	8683.0363	10292.1763	9866.2647	8331.0123	10324.5707	10196.3162	8437.8645	9879.3985	8305.7268	7591.5816	9195.7984	9425.2156	9751.7505	9573.4318	10085.7619	9472.4178	8862.8204	4845.4813	3452.8095	9557.4178	4143.4896	8677.7061	4531.026	9312.5906	2946.9163	9377.1782	4139.8085	1511.9257	7011.6586	911.0366	1351.1232	96.7766	2782.9087	4466.2439	6481.3966	13302.5959	10616.4521	11227.7351	13067.4956	11877.1137	9089.168
PWY-7159	0.0	0.0	0.0	4.0858	0.0	2.1461	0.0	0.0	0.0	0.0	0.0	0.0	2.0669	0.0	2.0345	0.0	0.0	6.1196	0.0	0.0	0.0	0.0	0.0	0.0	7.5912	47.7707	0.0	17.1493	0.0	5.4202	0.0	0.0	3.6408	0.0	19.3628	7.101	38.3849	59.0059	16.8704	245.4132	0.0	0.0	0.0	24.1657	0.0	0.0	0.0	0.0
PWY-7184	1770.6388	3351.623	3098.8628	2977.8803	5222.6841	3297.9966	4561.0013	3579.3267	4782.523	2146.1642	5067.1183	1629.2375	3054.6127	3641.4036	2941.2668	2229.1921	4692.9186	2494.1979	4419.7789	1692.7055	4679.3971	4440.3495	4856.9895	4225.6303	4242.7055	5862.2625	4293.8449	3542.8344	4744.1667	1078.7558	6143.0936	3693.3025	6843.5994	3374.6912	4352.9827	1744.6949	7001.7144	2073.6934	5078.7574	4030.3491	4790.0001	5054.5087	5308.4294	1113.078	6793.7808	7543.859	5587.7334	7953.6738
PWY-7187	2899.8305	4564.8239	6156.7043	4147.5506	6313.3081	4378.6446	5467.3125	4438.7846	5651.0472	3319.2586	5914.3134	2795.8226	4349.6778	4247.2923	4471.7488	3508.0829	5910.9424	3815.9253	5671.4484	2817.7358	5827.8652	5126.3049	5733.9669	4849.9022	4069.7695	6080.4562	7242.5548	5004.8506	6327.6062	4990.5975	6182.713	4609.1928	6912.6	5027.7651	5491.9713	6262.8902	6861.6672	3500.1679	5591.2292	5139.4346	6236.0286	6092.3636	5435.4234	8215.3269	6244.7771	6954.3135	6123.1507	7682.6017
PWY-7196	2628.7909	4705.4438	3902.8759	4245.4242	6487.9463	4725.9344	6512.0195	4961.7209	6851.2639	3224.7976	6417.3872	2382.0619	4084.5144	5579.9321	3838.3732	3020.0824	5654.6275	3568.9564	5542.2892	2393.4185	6328.7943	6988.0031	6248.2089	5641.731	5491.2477	5653.95	5025.7093	3649.1084	5695.1261	1344.3271	10010.1749	4033.6533	10803.301	3771.1937	4485.6558	1978.9579	5409.7603	2494.555	4288.1595	3585.1108	3800.4528	4614.5464	12183.1424	1268.0657	9380.653	6628.4022	8210.023	7446.767
PWY-7197	1636.8911	3089.3503	2740.0193	2713.7276	4654.5453	3007.0023	4358.2463	3205.5816	4546.56	1961.0518	4686.509	1491.096	2766.3718	3608.5868	2670.146	2034.3139	4255.0246	2315.8029	3933.0182	1546.5534	4383.036	4723.964	4395.8004	3959.0787	4107.4164	5373.4776	3646.0195	3205.3366	4145.2682	943.7208	7219.8208	3373.4894	7863.6849	3034.7854	3936.6244	1498.2118	6179.1817	1880.7913	4466.1559	3725.34	4209.0013	4391.7817	8740.6899	932.0657	7509.4472	6851.0406	5479.003	7314.549
PWY-7198	446.8629	943.5431	70.0764	1431.1995	44.6813	212.537	284.5737	130.5885	396.7313	1304.3526	480.7522	269.7144	929.7213	447.4154	792.7186	294.6491	215.6368	286.6574	47.4963	805.2059	717.7162	224.7326	348.5828	274.957	48.6265	314.0915	2.9037	182.4002	0.0	0.0	0.0	0.0	0.0	132.3256	250.4224	44.7289	41.8216	0.0	0.0	61.2058	45.2058	110.2971	12.239	125.8747	0.0	416.5313	774.7876	0.0
PWY-7199	4639.5115	5127.8578	5015.2236	5078.637	6835.9616	5200.1376	6807.9921	5313.803	7239.3473	4902.5314	4985.1405	4679.721	4363.3838	5022.0841	4715.556	4595.653	4358.6523	5195.1447	6269.5628	3253.9381	6582.0568	5306.5524	7061.1406	4001.0041	4968.2639	2361.3633	5220.3481	1495.8248	5845.3371	1558.1158	10035.1391	2041.2092	10830.3894	1955.8429	2217.8009	1300.8745	1716.1779	1426.2868	1554.5271	1012.0185	1025.7016	1946.0194	12357.7677	1139.6219	9153.9387	4032.2053	8216.0435	3752.7902
PWY-7200	2178.3984	3566.9998	3397.5315	3256.4382	5286.8725	3561.8623	5015.1429	3781.8863	5271.6447	2546.6875	4791.7977	2034.7383	3128.0289	3811.9354	3218.6797	2622.4633	4408.9159	2935.2782	4631.1054	1865.6856	5011.3906	4335.8669	5159.678	3693.5053	4381.4631	3983.7583	4245.2667	2557.5282	4807.5444	1219.053	8072.6831	2993.0615	8797.2286	2825.7181	3396.4888	1571.125	3588.6374	1915.5403	2996.2093	2187.3123	2294.7615	3270.6594	9659.1544	1072.1027	8108.8854	5238.074	6153.5427	5684.7938
PWY-7208	9501.5032	9807.5053	11557.9815	9803.1595	11816.6048	9540.9685	10705.4289	8543.5145	10906.1154	8863.2167	10118.5569	10195.7462	9577.1622	8259.6792	10019.0419	9374.5837	10743.9409	9965.1946	11086.0313	8741.9112	10912.5399	9414.4267	9374.1096	8168.2462	7025.7449	9365.4479	12529.4279	11093.7838	12645.9138	8949.1931	12618.2653	8620.3223	13897.3654	12055.0984	10003.296	9682.9703	9855.1082	11548.9966	8785.8068	10729.8728	11562.7885	10245.1691	13728.3345	10106.4868	10967.3229	9720.5482	11715.0745	11091.851
PWY-7209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7210	553.6838	1161.7492	98.8415	1601.1222	63.5571	292.603	393.7588	182.7587	543.3263	1429.3126	654.3603	349.5537	1131.2113	598.2723	983.1954	390.7604	300.6754	383.5364	67.4714	897.9421	949.1222	312.5383	480.5435	380.0135	69.1431	437.9372	4.1466	253.4409	0.0	0.0	0.0	0.0	0.0	184.9898	347.4534	62.9394	59.5893	0.0	0.0	86.765	64.2617	155.8422	17.4749	168.1145	0.0	581.5233	1037.2157	0.0
PWY-7211	2236.9156	3791.0457	1225.8105	3309.7452	1690.9856	3499.4689	2233.3388	3396.9344	2060.2665	2331.7988	2702.0541	2217.6504	3070.0489	3422.9192	2475.2996	2801.5525	2509.6594	2878.3379	2066.6672	2279.7161	3809.7176	3937.3774	2930.2744	4341.9455	148.9188	1517.0624	323.7778	2065.9552	0.0	193.2676	71.4628	175.579	48.3766	328.3971	605.0718	130.9378	1075.5016	1341.7698	260.3067	3949.8667	115.1034	276.9685	200.1611	840.1195	26.9238	7356.6343	1734.274	5813.7586
PWY-7219	9437.7426	9495.3394	10523.3532	9324.9	10641.2245	9128.1723	9508.3101	8349.6546	9777.1949	8879.308	9451.1823	9859.3577	9388.936	8150.371	9481.0391	8784.5324	9727.1779	9363.8783	9954.3089	8692.2879	9866.9856	9460.4236	9470.7833	8159.8623	6122.0596	8085.4577	11206.805	9447.1513	11041.4867	7983.4425	10557.8033	7270.5379	11564.3392	10179.8912	8430.0369	8910.7575	8423.1223	9519.9975	7445.4663	8886.9633	10033.4786	9269.0287	11708.1644	10225.9512	10809.8063	9625.5098	10409.727	9867.374
PWY-722	0.0	0.0	0.8844	0.0	0.0	1.3296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7604	0.0	0.0	0.0	0.0	2.2037	3.5421	0.0	2.635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7220	6294.7713	8715.9733	11041.336	8852.0463	11470.3057	7446.8604	9185.5006	8147.0355	9599.3484	6653.1261	9827.7591	6558.1737	9206.4493	6864.7134	10335.8229	7904.3112	10656.3037	6996.4028	10745.7511	7397.2308	10381.9529	8056.764	11729.588	7402.5678	5357.6969	8490.4889	11317.0274	8954.4918	11201.5207	7423.1913	10590.6539	7174.5064	11638.1905	10062.6507	8840.9263	8919.842	8606.9038	8710.2164	7665.2713	8099.9362	10569.4788	9640.1582	13391.5908	10666.3705	8602.2165	8690.8174	11590.7898	9379.1302
PWY-7221	8261.9995	8655.8097	10497.6413	8737.4387	10337.8149	8617.3628	8621.5484	7669.0477	8880.8441	7687.0123	8992.7539	8867.1102	9162.422	7536.7882	9609.0147	8450.8175	9830.4211	8676.185	9863.7742	7971.5563	9241.0754	8895.8969	8945.2289	7598.7133	5636.6232	7994.5699	11233.4388	9933.6738	11035.3384	8261.9245	9514.4865	7238.4924	10494.1815	10465.5246	8263.1951	9374.7137	8354.8664	9383.4874	7370.3205	8793.2057	10430.6805	9776.2468	10190.0516	10524.3126	9723.9303	8949.3871	9099.2612	9570.3012
PWY-7222	6294.7713	8715.9733	11041.336	8852.0463	11470.3057	7446.8604	9185.5006	8147.0355	9599.3484	6653.1261	9827.7591	6558.1737	9206.4493	6864.7134	10335.8229	7904.3112	10656.3037	6996.4028	10745.7511	7397.2308	10381.9529	8056.764	11729.588	7402.5678	5357.6969	8490.4889	11317.0274	8954.4918	11201.5207	7423.1913	10590.6539	7174.5064	11638.1905	10062.6507	8840.9263	8919.842	8606.9038	8710.2164	7665.2713	8099.9362	10569.4788	9640.1582	13391.5908	10666.3705	8602.2165	8690.8174	11590.7898	9379.1302
PWY-7228	2315.543	4245.1668	3900.9865	3852.1588	6355.7589	4247.2504	5593.8379	4519.3262	5883.5735	2821.3162	6172.6625	2130.8653	3881.98	4938.8257	3727.4573	2830.9358	5741.3561	3202.3975	5422.8962	2190.6862	5720.0891	6219.0524	5946.6175	5306.9788	5041.6746	6741.1025	5308.1259	4385.502	5821.7475	1397.2279	8571.0292	4426.0935	9343.5963	4194.834	5125.9257	2238.1244	7685.2794	2618.6739	5743.3444	4876.7704	5791.6716	6092.2135	10063.2871	1449.621	8952.0525	8544.1024	6837.5355	8805.0265
PWY-7229	8493.1428	9419.8577	10795.8136	9377.6005	11091.1955	8704.825	9475.547	8416.7896	9793.2586	8337.4612	9612.5571	8890.8426	9460.059	7848.1821	9806.2133	8585.5955	10019.5681	8743.4941	10335.8748	8493.371	10104.2826	9172.7973	10149.8938	8053.4154	6021.4955	8370.298	11530.5594	9401.9688	11347.5222	7948.2152	10839.5352	7319.5959	11889.8784	10261.2389	8691.6839	9099.7015	8743.679	9304.0834	7711.375	8818.072	10385.0201	9577.7543	12486.3261	10644.3379	10530.8522	9535.9414	10816.8175	9993.3914
PWY-7234	463.5125	4528.2711	5815.2741	1881.6921	7048.6645	1291.1472	4550.7002	3205.5507	4524.5188	1158.6421	7342.7877	1827.6437	4950.2601	1310.2883	4534.0153	3443.8896	6712.8759	2376.4904	5973.9623	1692.1214	5227.1895	634.1768	5066.2465	1083.9905	4443.3742	6265.2269	7011.7168	4022.2748	6444.7408	3567.4652	6814.5392	3925.9802	7136.8079	4086.812	3951.8657	5364.5134	6428.2811	1683.4178	4401.7204	3151.4429	6003.4727	7190.054	8918.6236	7657.8204	8781.6083	7407.9315	6453.7197	8478.0967
PWY-7237	584.0	600.75	1271.25	974.83	2900.34	1662.42	2649.83	1449.25	2917.67	1168.25	481.25	644.66	704.25	2207.5	969.5	409.08	573.67	692.08	2315.42	398.83	1702.67	2067.34	1168.33	705.67	2022.0	40.97	2135.83	30.5	2335.0	8.0	5667.0	4.0	6041.0	276.83	108.99	5.0	144.0	36.0	10.33	61.67	3.68	12.1991	7768.5	68.33	251.17	760.34	3657.5	400.5
PWY-7242	5523.9848	5112.2101	1915.6047	5942.7537	1635.6737	5307.0124	3623.5555	5491.4696	4097.1936	6427.6033	3764.3595	5799.8337	4643.0143	5588.627	4444.5827	3238.6867	3245.5922	4106.3761	1870.2345	5102.2468	3923.6803	6760.9132	5244.1941	4748.4835	685.2367	1239.3968	145.3173	718.8533	175.7227	337.7704	449.7887	1141.8867	18.969	486.722	512.2259	670.1919	154.0068	532.9131	4.9374	561.6848	482.0613	941.3108	362.9414	690.9496	7436.7657	3410.8493	3536.5535	1752.3294
PWY-7254	358.2304	233.7982	2543.6824	217.0333	5347.4756	202.6654	4047.4921	35.8431	4130.7691	228.3239	152.5033	234.4563	194.3117	153.5658	511.5269	110.5091	59.4893	323.8442	3790.1254	867.6941	2316.9783	534.7203	2272.8504	677.078	3146.3353	285.6913	4222.8047	1157.6514	4487.3237	10.4785	7855.7272	11.436	8273.6722	687.0033	489.8872	43.8271	500.9241	420.0148	46.8438	708.7498	5.9925	29.8513	10940.278	132.5252	7888.037	8035.1427	6142.5129	2636.702
PWY-7255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7295	0.0	0.0	1.33	0.0	0.0	1.8624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7632	0.0	0.0	0.0	0.0	3.3047	5.1161	0.0	3.6217	0.0	0.2789	0.0	0.0	0.0	1.6438	0.0	1.2172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.3108	0.0	0.0
PWY-7315	1825.3088	1639.3163	1068.1296	1710.6814	454.3569	2257.1878	2049.2571	1314.2692	1624.9726	3017.5176	1905.0075	3676.5452	2153.32	1723.6124	1060.0875	1521.3571	1936.368	3151.3023	547.2946	2407.7965	1506.1845	1963.5984	970.9223	2032.0531	168.4825	571.5029	28.4967	253.5484	83.62	213.3437	37.917	31.8929	4.7988	90.4881	535.8049	137.139	127.9911	491.9895	30.167	2022.1172	207.9982	438.7661	214.0174	338.1894	37.6639	808.413	2925.2705	409.3851
PWY-7323	2687.2248	3464.9355	2065.1225	3830.0119	1643.4809	4579.5063	3388.5015	4330.3599	3421.9296	3426.5112	2399.2349	3588.684	3620.5649	4792.8983	3095.4634	3108.7277	2366.0603	3573.0773	2428.6245	3540.4937	3534.3272	5753.7043	3644.8097	4729.7417	968.7119	1285.6838	293.1658	1005.5589	267.0224	433.6118	880.7043	1450.9958	14.9725	614.3926	216.6438	1077.9314	204.5072	565.6485	32.5848	1880.6481	377.2788	881.5824	426.3331	861.5334	135.756	2327.9697	2922.6571	2633.6454
PWY-7328	1219.1429	1671.2559	1100.1061	2200.4562	685.2398	2669.6456	1736.4801	2422.9819	2174.3639	1584.2409	1440.0825	1717.6198	2095.6965	2504.2506	1798.8388	1408.102	1635.4244	2751.8406	1146.5207	1739.0667	1783.4077	2117.4326	3582.3363	1896.0693	74.2834	545.0489	7.4962	819.1026	12.4886	42.3409	0.0	17.4677	19.9713	19.9682	260.6348	57.2219	128.6684	435.1044	37.6902	2315.7693	4.9982	116.4363	94.4596	242.4241	2580.7761	4956.7572	1032.0445	2576.3611
PWY-7332	1592.8832	1037.0977	311.0071	1052.0329	363.6023	949.0103	556.1247	582.5793	504.3127	781.5579	862.5625	602.6996	690.5038	1056.0691	896.4602	864.7985	264.0407	927.6707	453.8291	1082.1498	744.7645	2641.3723	908.6658	2501.0048	163.2694	305.751	17.4696	191.8271	222.6225	13.9735	27.9238	72.7109	0.0	48.7607	120.7903	79.663	0.0	0.0	0.0	66.0159	97.0205	837.4585	93.7539	110.1563	48.8022	0.0	733.1678	0.0
PWY-7347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.1118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9589	0.0	0.0	0.0	0.0
PWY-7371	963.1	1492.5	130.1	1189.5	232.9	1080.1	388.1	932.5	313.7	754.9	512.2	1279.3	931.4	681.9	591.1	1263.4	412.0	1028.3	321.5	1222.6	954.1	1031.1	531.4	1168.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	5.0	33.5	0.0	4.0	0.0	3.0	21.6	12.0	0.0	0.0	64.0	331.5
PWY-7374	959.8436	1481.1725	122.6744	1170.4533	226.7021	1071.1501	373.4778	927.8657	297.2156	746.3988	502.872	1276.9737	912.2681	658.3833	576.9709	1240.2191	407.5284	1020.0827	312.5405	1210.7914	941.2037	1000.1244	523.0476	1100.8723	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	33.5	0.0	2.8571	0.0	3.0	21.3559	12.0	0.0	0.0	62.7653	331.5
PWY-7376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.7424	0.0	75.2234	0.0	14.86	0.0	10.4126	0.0	20.2921	0.0	24.1497	0.0	98.4832	0.0	67.964	0.0	0.0	0.0	28.9506	0.0	788.6628	0.0	1375.8956
PWY-7377	123.9145	152.608	462.7015	263.5962	639.3502	164.4491	193.5305	51.8555	447.3936	227.615	145.2781	79.9484	257.3322	110.2836	290.9203	323.5149	108.2952	186.33	829.1718	147.1682	1351.8366	180.6557	3158.8362	239.9239	18.2752	66.0054	13.6008	31.2674	87.2167	25.1144	0.0	0.0	9.6237	158.9418	2.4819	18.87	0.0	54.8697	0.7469	74.4849	0.0	0.0	1052.0481	82.6323	2639.3618	0.0	705.0737	777.8328
PWY-7391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7392	1777.6235	4407.6874	6421.5862	4071.4402	7243.4214	3992.9974	6293.6122	3342.4206	6460.6709	2655.2645	5357.999	3795.3347	3720.2145	2159.9558	4836.4102	4351.4836	5505.1565	4542.4375	6584.547	1987.083	6264.6634	933.6062	5790.966	618.0016	4208.7122	2933.1694	6994.4677	3397.0773	6651.0974	4248.3663	7069.4092	2595.3182	7295.14	3571.0398	1945.2715	4986.0853	1397.7283	1477.2344	1541.9281	2353.5091	3966.4419	4966.0412	9499.1194	4617.5633	6141.59	5201.1681	7462.3828	4288.5226
PWY-7400	7432.1924	6705.7504	6859.7996	6337.8708	8242.31	5673.9083	6776.0715	5658.866	6997.156	6630.8742	5707.8821	7117.1873	6915.9014	5457.4947	6265.246	5701.5759	5228.677	6238.0897	6944.848	6901.7695	6596.418	6518.402	6176.4104	6101.3328	4264.5051	2773.3861	7391.0647	2880.0723	6748.5299	3186.2895	7902.049	2035.89	8132.2411	3132.6509	1517.352	4973.7794	1063.3881	1032.5215	131.3269	2141.6997	3897.7549	5058.8505	11220.5282	7755.8833	4958.9343	6710.9595	8635.2758	5334.69
PWY-7431	168.4595	137.1169	2497.6689	31.0856	6263.2184	59.7714	4931.7858	0.6597	5006.1118	595.3712	165.0925	55.5369	44.4169	71.8866	58.9794	41.9013	1.336	47.902	4361.8619	214.2774	2422.5283	45.5271	65.4447	24.3395	4690.4037	53.1544	4890.8901	35.7835	5359.9981	10.6361	12972.8776	9.0063	13813.2614	632.3824	71.4584	10.6304	0.0	30.9001	0.2322	36.6624	9.9507	0.0	17826.4186	38.9835	39.9794	433.6589	8372.1541	1526.296
PWY-7446	0.0	0.2526	0.0	0.6	0.0	1.456	0.1325	0.4	0.0	1.0875	1.5158	0.2	1.5628	0.0	0.9287	0.0	0.0	2.9171	0.0	1.5329	1.6562	5.0382	0.0	5.1151	0.0	32.0937	0.1	13.8408	0.0	2.8947	0.0	0.625	0.4	0.0	45.0184	3.0689	37.1476	126.8773	3.3821	213.7713	0.0	2.1	0.7	7.4951	0.0	161.91	0.1	26.6629
PWY-7456	1461.2508	1947.7056	915.693	1747.9705	973.0495	2347.5905	1051.1633	1651.1528	1729.5651	1305.0655	1091.8804	1428.6824	1427.9625	2178.4892	1449.0654	1661.2584	862.395	1164.3801	1665.6508	1886.826	2230.0013	3325.048	3048.2468	2946.7885	66.5989	10.477	38.858	0.0	162.0249	0.0	0.0	0.0	23.91	301.4016	0.0	0.0	10.8531	4.1417	0.0	7.1413	102.8354	105.7421	1747.924	108.1555	172.0945	0.0	474.0815	0.0
PWY-7527	103.8747	0.0	404.064	0.0	429.5377	0.0	479.0141	0.0	550.486	2.4881	4.8663	0.0	0.0	12.1902	0.0	0.0	0.0	0.0	279.4442	0.0	348.7798	0.0	22.7169	0.0	29.7506	0.0	176.2867	9.2643	0.0	2.74	39.8277	0.0	9.9899	100.467	0.0	0.0	7.0101	0.0	0.0	0.0	4.3348	0.0	126.6898	0.0	0.0	0.0	539.4511	0.0
PWY-7539	4510.2062	4625.3689	3573.51	5140.4581	5400.4794	5369.2471	5234.9258	4732.1412	5492.5514	4383.8745	3164.2452	4784.0431	4611.785	5353.8131	4422.853	4216.8087	3146.1542	4231.9664	4994.7392	4600.9461	5183.0396	6332.5363	6421.8764	5399.1506	2625.6649	1652.7479	3556.368	1769.7342	3855.2884	695.0993	6379.1936	1533.3632	6443.2924	1277.3274	1474.7834	1278.8879	1042.5728	662.4856	1129.8606	1874.8357	1554.1839	1301.7356	8963.6953	1236.1146	9383.7096	7181.9093	5878.0778	3263.5628
PWY-7560	8370.2888	7282.5828	6895.875	7364.8093	7685.173	7229.8518	6862.3528	6828.8932	7139.8152	7465.8405	5617.5124	8050.6029	7638.682	7017.2083	7179.4856	6522.0402	5362.7378	7240.0116	6904.8716	7515.8847	6875.9956	8595.7683	7850.6012	7102.1875	4190.1049	2518.7053	6760.2784	2890.4456	6125.9436	3846.902	6620.4197	2221.4358	6723.104	3017.358	1608.0096	5109.5376	1142.6213	1173.0566	1261.1053	1932.1727	3419.8895	4528.2757	9474.4533	7693.0271	9111.6854	5576.1462	7946.8325	3762.8292
PWY-7616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1995	0.0	65.7913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9932	0.0	0.0	8.9393
PWY-7663	9156.9678	9551.5514	5037.9931	8509.8001	7077.6817	8140.4719	9194.0196	8467.9244	9639.3447	8416.9081	9134.1617	8602.3881	7823.0177	8188.2367	7010.0946	6615.9123	7371.636	8110.6058	6677.9554	7832.1166	9525.6988	10153.4714	9832.115	8355.3946	6859.2257	7068.9039	3905.4756	3546.8438	4543.195	1843.7468	9722.7449	4398.2595	10042.6882	3153.4453	4810.0989	1997.6796	7461.9143	2303.0177	5551.4263	3463.7903	4398.4077	5293.0893	13487.9172	1473.8509	11250.5878	9479.2297	10815.1719	11208.6846
PWY-7664	272.0907	905.3506	153.2375	741.4694	69.2947	1123.6224	278.7129	662.5983	368.9561	316.7707	579.3435	592.8805	571.5175	836.0872	572.2091	693.17	42.3231	436.4297	237.9349	851.7024	747.1646	725.1222	524.632	1189.6718	69.5506	448.2069	0.35	1557.8527	0.0	32.8563	0.0	25.0803	22.3707	27.8396	147.4889	36.9835	133.6776	582.8908	13.3339	848.6891	0.0	7.3431	2.4497	224.7465	0.0	8951.8532	4.3389	4765.407
